method_id,kind,name,signature,file,start_line,end_line,loc_total,loc_nonempty,type_id,target,language,confidence
9c78b6e7f5b9c4c0f1cb623a8b369a04bada9001,function,_index_exists,def _index_exists(table_name:,backend/alembic/versions/019_add_capacity_health_cfd_tables.py,30,35,6,6,,prod,Python,HIGH
712092f204f100ad9a3f617c4ae991fb81202585,function,_ensure_index,def _ensure_index(table_name:,backend/alembic/versions/019_add_capacity_health_cfd_tables.py,38,41,4,4,,prod,Python,HIGH
9871b700ecc8285dab91c7b8729eb1fddb5519c7,function,upgrade,def upgrade():,backend/alembic/versions/019_add_capacity_health_cfd_tables.py,44,139,96,91,,prod,Python,HIGH
122bd749100e483e1018bf03832167ff1299c8b8,function,downgrade,def downgrade() -> None:,backend/alembic/versions/020_add_quality_metrics_tables.py,101,103,3,3,,prod,Python,HIGH
6e92a0fb989ba3a35eedcd8730999dcd6768b34b,function,_table_exists,def _table_exists(table_name:,backend/alembic/versions/020_add_quality_metrics_tables.py,18,22,5,5,,prod,Python,HIGH
c27affbf9688fabcfaa9f300d11133e2cd2a4832,function,upgrade,def upgrade() -> None:,backend/alembic/versions/020_add_quality_metrics_tables.py,25,98,74,73,,prod,Python,HIGH
9308236c93f750e10f823a41c3d104628789992f,function,downgrade,def downgrade() -> None:,backend/alembic/versions/021_add_coverage_analytics_tables.py,124,127,4,4,,prod,Python,HIGH
af2aedf7a29f0df94abdcbc167b7f5ef2b8c88db,function,_table_exists,def _table_exists(table_name:,backend/alembic/versions/021_add_coverage_analytics_tables.py,18,22,5,5,,prod,Python,HIGH
913b7f47057c823d8b9b025b33df3f1e6dfedd63,function,upgrade,def upgrade() -> None:,backend/alembic/versions/021_add_coverage_analytics_tables.py,25,121,97,95,,prod,Python,HIGH
392236b1164a7d6ba570b4bec56140f4d459ad4f,function,_table_exists,def _table_exists(table_name:,backend/alembic/versions/022_add_filter_indexes.py,21,25,5,5,,prod,Python,HIGH
9988769457f99c04d499afa1f149542bf646bf6d,function,_index_exists,def _index_exists(table_name:,backend/alembic/versions/022_add_filter_indexes.py,28,36,9,9,,prod,Python,HIGH
d01b788546598a7c2189b9c2140c1ed883d81343,function,upgrade,def upgrade() -> None:,backend/alembic/versions/022_add_filter_indexes.py,79,88,10,9,,prod,Python,HIGH
bb5bae204a2d4502e3c33bb00ca34afd672ef80e,function,downgrade,def downgrade() -> None:,backend/alembic/versions/022_add_filter_indexes.py,91,94,4,4,,prod,Python,HIGH
176f6a3ad057a34b6c3f67a3fcab787c9fbec3bd,function,_table_exists,def _table_exists(table_name:,backend/alembic/versions/023_add_composite_performance_indexes.py,20,24,5,5,,prod,Python,HIGH
4ee79428aad0106634d124bb0385d1898a7f5863,function,_index_exists,def _index_exists(table_name:,backend/alembic/versions/023_add_composite_performance_indexes.py,27,35,9,9,,prod,Python,HIGH
90b4770ce2d2576ce16da848194fdb160b9327ce,function,upgrade,def upgrade() -> None:,backend/alembic/versions/023_add_composite_performance_indexes.py,56,65,10,9,,prod,Python,HIGH
32e5d09c7d70e9a8bcf8562fe4570e51fabf61dc,function,downgrade,def downgrade() -> None:,backend/alembic/versions/023_add_composite_performance_indexes.py,68,71,4,4,,prod,Python,HIGH
75bf2cd78a99d59b71ea546cf744641281426e35,function,downgrade,def downgrade():,backend/alembic/versions/024_add_rule_scheduling_columns.py,109,137,29,21,,prod,Python,HIGH
d65294d50c44754ffc9f227f2642a1b65531dd73,function,_table_exists,def _table_exists(table_name:,backend/alembic/versions/024_add_rule_scheduling_columns.py,26,30,5,5,,prod,Python,HIGH
7efac69e0212ac01953b383d1f55be3f91e07508,function,_column_exists,def _column_exists(table_name:,backend/alembic/versions/024_add_rule_scheduling_columns.py,33,38,6,6,,prod,Python,HIGH
63249a99ffb8547d27131adb4c09f634cac8c8f8,function,_index_exists,def _index_exists(table_name:,backend/alembic/versions/024_add_rule_scheduling_columns.py,41,46,6,6,,prod,Python,HIGH
d08a75e725407ede9ccfba35918f3259dfc1b459,function,upgrade,def upgrade():,backend/alembic/versions/024_add_rule_scheduling_columns.py,49,106,58,50,,prod,Python,HIGH
6f5261ae5b1c7aa8123fa390259c5c0e010bf8c3,function,downgrade,def downgrade():,backend/alembic/versions/025_add_oauth_fields.py,107,143,37,30,,prod,Python,HIGH
35af9834dc64e7f356639d4a71dba5a20c35c9e1,function,_table_exists,def _table_exists(table_name:,backend/alembic/versions/025_add_oauth_fields.py,26,30,5,5,,prod,Python,HIGH
e850da71072617461b433047ac5c907359f4b4a3,function,_column_exists,def _column_exists(table_name:,backend/alembic/versions/025_add_oauth_fields.py,33,38,6,6,,prod,Python,HIGH
247e84b952cd373cd5e12fb8e08fa4c81a5213bf,function,_index_exists,def _index_exists(table_name:,backend/alembic/versions/025_add_oauth_fields.py,41,46,6,6,,prod,Python,HIGH
dd0b77aa66f8f1ed19b5fb8b94632f5b66ce5a37,function,upgrade,def upgrade():,backend/alembic/versions/025_add_oauth_fields.py,49,104,56,49,,prod,Python,HIGH
81d043246507acdf82bf3b3da4b99cba5a090ca0,function,_table_exists,def _table_exists(table_name:,backend/alembic/versions/026_add_mfa_fields.py,23,27,5,5,,prod,Python,HIGH
c85d3dc769fea3b4ab7e13435ea1403c938cc9d8,function,_column_exists,def _column_exists(table_name:,backend/alembic/versions/026_add_mfa_fields.py,30,35,6,6,,prod,Python,HIGH
db8db52fd5c915eca5981987aaf4ee19050805a7,function,upgrade,def upgrade():,backend/alembic/versions/026_add_mfa_fields.py,38,61,24,21,,prod,Python,HIGH
1888e2607f3d6df6be7478931b38ece4c6f1a722,function,downgrade,def downgrade():,backend/alembic/versions/026_add_mfa_fields.py,64,76,13,10,,prod,Python,HIGH
e7faf1e955215d62afd2c68d73232e0d42f7945c,function,identify_project_risks,async def identify_project_risks(project_id:,backend/app/api/api_v1/endpoints/analytics.py,1007,1126,120,109,,prod,Python,HIGH
a3602e59bd21ea42a6e34d96bde3ce9377475f47,function,forecast_completion,async def forecast_completion(project_id:,backend/app/api/api_v1/endpoints/analytics.py,1133,1158,26,24,,prod,Python,HIGH
8944d2cff8d2408da8a5bd4ed767ed29517d4c19,function,test_trend,async def test_trend(,backend/app/api/api_v1/endpoints/analytics.py,1166,1197,32,32,,prod,Python,HIGH
7c749a7876a7918dd20e55e595c5c3a4932f0d03,function,coverage_trend,async def coverage_trend(,backend/app/api/api_v1/endpoints/analytics.py,1205,1237,33,33,,prod,Python,HIGH
547a5f3448560ca377dc740caf21077fcdf4ff8d,function,project_pr_forecast,async def project_pr_forecast(project_id:,backend/app/api/api_v1/endpoints/analytics.py,1241,1271,31,31,,prod,Python,HIGH
282c2fd2b4d4246398c4d8991a4877f857080d18,function,get_dora_metrics,async def get_dora_metrics(,backend/app/api/api_v1/endpoints/analytics.py,147,215,69,62,,prod,Python,HIGH
1e3932e2d24fcbf5ea2c588ff09053789909e95c,function,project_budget_hours,async def project_budget_hours(,backend/app/api/api_v1/endpoints/analytics.py,220,319,100,89,,prod,Python,HIGH
27bfd872214f9ca48f27b18f61175e233ee827e4,function,project_value_metrics,async def project_value_metrics(project_id:,backend/app/api/api_v1/endpoints/analytics.py,323,403,81,70,,prod,Python,HIGH
61fdd14113ebbc4103555fe5035dd8c8875e040e,function,sprint_wip_status,async def sprint_wip_status(sprint_id:,backend/app/api/api_v1/endpoints/analytics.py,407,478,72,64,,prod,Python,HIGH
6b7a4788039b1843a9925b74c5070121dc69aed7,function,get_project_velocity,async def get_project_velocity(,backend/app/api/api_v1/endpoints/analytics.py,46,138,93,86,,prod,Python,HIGH
712f798775e433079c23b970e30aa8e6314be7db,function,sprint_capacity,async def sprint_capacity(sprint_id:,backend/app/api/api_v1/endpoints/analytics.py,482,610,129,116,,prod,Python,HIGH
6cf90de9c841450a9b0a0c1f7796a46b620dfda3,function,project_sprints,async def project_sprints(,backend/app/api/api_v1/endpoints/analytics.py,614,699,86,78,,prod,Python,HIGH
592ee98fc607288df65fe28e9b737c0a3df87be7,function,sprint_burndown,async def sprint_burndown(sprint_id:,backend/app/api/api_v1/endpoints/analytics.py,707,714,8,8,,prod,Python,HIGH
ee74529eecb502040f071405f8af07e38600428e,function,sprint_quality,async def sprint_quality(sprint_id:,backend/app/api/api_v1/endpoints/analytics.py,718,760,43,39,,prod,Python,HIGH
1f0749d9bed7734a18f1cc068faab8b1bec4b874,function,get_team_members_activity,async def get_team_members_activity(project_id:,backend/app/api/api_v1/endpoints/analytics.py,766,843,78,69,,prod,Python,HIGH
5e160af3e1d8cfbe0dd6e2aa9956300c58edede5,function,get_project_team_health,async def get_project_team_health(project_id:,backend/app/api/api_v1/endpoints/analytics.py,851,958,108,102,,prod,Python,HIGH
7aec8634261024a0c1cccab779a5e27568411d74,function,project_burndown,async def project_burndown(,backend/app/api/api_v1/endpoints/analytics.py,965,999,35,32,,prod,Python,HIGH
795eaa5bebee17eb25eafb7dca1afb987439b9cc,function,simple_budget_hours,async def simple_budget_hours(project_id:,backend/app/api/api_v1/endpoints/analytics_simple.py,10,42,33,30,,prod,Python,HIGH
69991b68beb2f6a47e5383bf7fb2b13ac6093079,function,get_available_providers,async def get_available_providers() -> OAuth2ProvidersResponse:,backend/app/api/api_v1/endpoints/auth.py,138,141,4,4,,prod,Python,HIGH
f610884422bf2ca9c8cc24bcc5830c6d12d772a5,function,google_oauth_start,async def google_oauth_start(,backend/app/api/api_v1/endpoints/auth.py,149,167,19,19,,prod,Python,HIGH
4afe4105f3e5643325cbf122a9d71258cd4ed55d,function,google_oauth_callback,async def google_oauth_callback(,backend/app/api/api_v1/endpoints/auth.py,171,207,37,31,,prod,Python,HIGH
4f885c3e7d5addf3ae1977367d8be5e72014e721,function,microsoft_oauth_start,async def microsoft_oauth_start(,backend/app/api/api_v1/endpoints/auth.py,215,233,19,19,,prod,Python,HIGH
799cfb3a523bf562ac9547d8ed8bf805a051adf1,function,microsoft_oauth_callback,async def microsoft_oauth_callback(,backend/app/api/api_v1/endpoints/auth.py,237,273,37,31,,prod,Python,HIGH
fb2015f9447df593a4f4d0d23f384b82708d978d,function,_process_oauth_login,async def _process_oauth_login(db:,backend/app/api/api_v1/endpoints/auth.py,280,361,82,73,,prod,Python,HIGH
e6e0de64fe3d84ab6ca04ffaa9acf11152f9eb0d,function,login,async def login(,backend/app/api/api_v1/endpoints/auth.py,36,83,48,42,,prod,Python,HIGH
6868ab7e5bfb17f928c912d22c2f7344f4e73584,function,_generate_username_from_email,def _generate_username_from_email(email:,backend/app/api/api_v1/endpoints/auth.py,364,372,9,9,,prod,Python,HIGH
8840aad078c3c795ce109e9080f65642db3edcc2,function,get_mfa_status,async def get_mfa_status(,backend/app/api/api_v1/endpoints/auth.py,411,421,11,11,,prod,Python,HIGH
985264f8b40d9ef240beb4335663325faf9d1910,function,initiate_mfa_setup,async def initiate_mfa_setup(,backend/app/api/api_v1/endpoints/auth.py,426,460,35,29,,prod,Python,HIGH
aab7f134740ce8159fa4d1cc7effacb059e4db9a,function,verify_mfa_setup,async def verify_mfa_setup(,backend/app/api/api_v1/endpoints/auth.py,465,506,42,36,,prod,Python,HIGH
ee0224e04414e50e3a8b1bd73981d5a8b277541f,function,disable_mfa,async def disable_mfa(,backend/app/api/api_v1/endpoints/auth.py,511,556,46,38,,prod,Python,HIGH
f8b08eed6942e8a4d134bc52801c570e4dbaf9bd,function,regenerate_backup_codes,async def regenerate_backup_codes(,backend/app/api/api_v1/endpoints/auth.py,561,594,34,28,,prod,Python,HIGH
5a8189de1c105e7ae856c736c621644ea1dc75e9,function,verify_mfa_login,async def verify_mfa_login(,backend/app/api/api_v1/endpoints/auth.py,599,669,71,61,,prod,Python,HIGH
ea2b34147c433e1c99e72936a51e2d106872ee14,function,register,async def register(,backend/app/api/api_v1/endpoints/auth.py,87,118,32,29,,prod,Python,HIGH
9c9bfb95ec14be89e16f3b45893fc7421fe11558,function,get_capacity_setting,async def get_capacity_setting(,backend/app/api/api_v1/endpoints/capacity.py,116,130,15,13,,prod,Python,HIGH
ecaac4485d2df8b8418c19d5e4b464792e9bb7d1,function,create_capacity_setting,async def create_capacity_setting(,backend/app/api/api_v1/endpoints/capacity.py,134,186,53,47,,prod,Python,HIGH
e0239a6974cc536ec57c69463776121f3f170429,function,update_capacity_setting,async def update_capacity_setting(,backend/app/api/api_v1/endpoints/capacity.py,190,217,28,24,,prod,Python,HIGH
baa22ff89fdf8811344792022afc5894772e2f46,function,delete_capacity_setting,async def delete_capacity_setting(,backend/app/api/api_v1/endpoints/capacity.py,221,242,22,19,,prod,Python,HIGH
4500ed9672ca65d35a6017dcff249aabca3e508d,function,get_team_capacity_summary,async def get_team_capacity_summary(,backend/app/api/api_v1/endpoints/capacity.py,250,323,74,64,,prod,Python,HIGH
7926e5a55a644e2a4ed71562b523ee7ed3a209f3,function,get_assignee_capacity,async def get_assignee_capacity(,backend/app/api/api_v1/endpoints/capacity.py,330,376,47,41,,prod,Python,HIGH
6b8ea1580671964e934dc7a431dcd460153edd45,function,list_health_checks,async def list_health_checks(,backend/app/api/api_v1/endpoints/capacity.py,384,422,39,34,,prod,Python,HIGH
d9e6634c87b38a57fbfb79681fa270c6ba6d29ec,function,create_health_check,async def create_health_check(,backend/app/api/api_v1/endpoints/capacity.py,426,476,51,46,,prod,Python,HIGH
c4bd4bf500df40f96ae9a93c83c361ac6d277726,function,get_health_summary,async def get_health_summary(,backend/app/api/api_v1/endpoints/capacity.py,484,536,53,47,,prod,Python,HIGH
0b565dc536af65d1a4ad4d51b26bb6c5eaf348aa,function,list_capacity_settings,async def list_capacity_settings(,backend/app/api/api_v1/endpoints/capacity.py,52,112,61,54,,prod,Python,HIGH
7d8522f41908ccb9b389bb8e12261911e9335031,function,get_cfd_data,async def get_cfd_data(,backend/app/api/api_v1/endpoints/capacity.py,548,585,38,33,,prod,Python,HIGH
bf5e473703a201ca6dfb5877b95d7825e8fb1ecb,function,create_cfd_snapshot,async def create_cfd_snapshot(,backend/app/api/api_v1/endpoints/capacity.py,589,671,83,71,,prod,Python,HIGH
c65ea9bbd3c43b5c32626c33096539705361c994,function,get_flow_metrics,async def get_flow_metrics(,backend/app/api/api_v1/endpoints/capacity.py,679,751,73,61,,prod,Python,HIGH
dabd789e04640d881292653ef80f1a2ce97a0124,function,get_space_tree,async def get_space_tree(space_key:,backend/app/api/api_v1/endpoints/confluence.py,102,105,4,4,,prod,Python,HIGH
3a15cdfcc6562185d0ac90b85fa8bf55cede81c3,function,_parse_dt,def _parse_dt(s:,backend/app/api/api_v1/endpoints/confluence.py,108,119,12,12,,prod,Python,HIGH
5684c7799e6567b92e791eace605a1b817b9ee2e,function,_upsert_confluence_page,async def _upsert_confluence_page(,backend/app/api/api_v1/endpoints/confluence.py,122,187,66,62,,prod,Python,HIGH
bd6c8e6958a1d1a829b2c118fb993896b563899a,function,sync_confluence,async def sync_confluence(,backend/app/api/api_v1/endpoints/confluence.py,191,268,78,63,,prod,Python,HIGH
6e8dc5cd0b185d3acdce10dfc8224be2cc12e31c,function,_call_confluence,"async def _call_confluence(func, *args, **kwargs):",backend/app/api/api_v1/endpoints/confluence.py,23,25,3,3,,prod,Python,HIGH
53d17c9aa32b154eb657538e3dc7d30432c5e419,function,sync_confluence_sse,async def sync_confluence_sse(,backend/app/api/api_v1/endpoints/confluence.py,272,401,130,107,,prod,Python,HIGH
ffa38d8267ed6de1c2e1837399d3e7115d741142,function,connect_confluence,async def connect_confluence(,backend/app/api/api_v1/endpoints/confluence.py,29,61,33,32,,prod,Python,HIGH
e0216b95e703b6b5b0ff1f11ce87dc4993b4dd43,function,start_celery_sync,async def start_celery_sync(,backend/app/api/api_v1/endpoints/confluence.py,405,431,27,24,,prod,Python,HIGH
87f37082062e1eb1539d55c759ac319eaae69393,function,stream_celery_sync,async def stream_celery_sync(channel_id:,backend/app/api/api_v1/endpoints/confluence.py,435,481,47,39,,prod,Python,HIGH
e2d12c9be9768844977c7490ff285d81f212d7f9,function,sync_subtree,async def sync_subtree(page_id:,backend/app/api/api_v1/endpoints/confluence.py,485,544,60,59,,prod,Python,HIGH
49a38dfed1c6bf4406b115005aadb44d07831547,function,list_local_pages,async def list_local_pages(space:,backend/app/api/api_v1/endpoints/confluence.py,547,570,24,24,,prod,Python,HIGH
d5bfe898b646cddf2af41d24304d820c7874340f,function,get_page,async def get_page(page_id:,backend/app/api/api_v1/endpoints/confluence.py,574,585,12,12,,prod,Python,HIGH
56249e4965ee51fa4a0855567848afc02c35b042,function,extract_prd_requirements,async def extract_prd_requirements(page_id:,backend/app/api/api_v1/endpoints/confluence.py,589,609,21,21,,prod,Python,HIGH
6ada0ad12c7fe3eb21bf05696909e26bb987e241,function,_extract_section_text,def _extract_section_text(soup:,backend/app/api/api_v1/endpoints/confluence.py,612,635,24,24,,prod,Python,HIGH
427ccbcb0baf7d8004608891783874e12448fe78,function,extract_adr,async def extract_adr(page_id:,backend/app/api/api_v1/endpoints/confluence.py,639,653,15,15,,prod,Python,HIGH
40423a3b0b71f765aa947899e65020536bce2046,function,status,async def status():,backend/app/api/api_v1/endpoints/confluence.py,65,66,2,2,,prod,Python,HIGH
46ac8269477153d856ef5f86160d418d7a417fc9,function,extract_research,async def extract_research(page_id:,backend/app/api/api_v1/endpoints/confluence.py,657,693,37,33,,prod,Python,HIGH
d7f68e507839e7400f768f999e260971b4575c4f,function,search_cql,async def search_cql(cql:,backend/app/api/api_v1/endpoints/confluence.py,70,84,15,15,,prod,Python,HIGH
07e7afecf8097aa6c8ece8e045a8bfeb1250506b,function,list_spaces,async def list_spaces(q:,backend/app/api/api_v1/endpoints/confluence.py,88,91,4,4,,prod,Python,HIGH
bffb4889a695374424940050b693f9a52fb8a175,function,list_pages,async def list_pages(space:,backend/app/api/api_v1/endpoints/confluence.py,95,98,4,4,,prod,Python,HIGH
