method_id,file,start_line,kind,symptom,note
b7cdd825d71945116baadd6b425ea0d16faaa730,backend/alembic/versions/024_add_rule_scheduling_columns.py,41,function,high_external_low_internal_ratio,only external edges
83e24567e6e06a89b6532c852220d3363e67007b,backend/alembic/versions/024_add_rule_scheduling_columns.py,49,function,high_external_low_internal_ratio,only external edges
ad00ac8b419167133089ac10d4cc9e30c6708bf5,backend/alembic/versions/024_add_rule_scheduling_columns.py,109,function,high_external_low_internal_ratio,only external edges
6339fbffc9d1927aa1c027116f7a83e7a615bb71,backend/alembic/versions/025_add_oauth_fields.py,26,function,high_external_low_internal_ratio,only external edges
1f4e75d59838beab13f36abea5df442a04aea2ad,backend/alembic/versions/025_add_oauth_fields.py,33,function,high_external_low_internal_ratio,only external edges
0acc63e160d1292477716da935988720afe7896c,backend/alembic/versions/025_add_oauth_fields.py,41,function,high_external_low_internal_ratio,only external edges
55d43a516d1fce1a0079b08927c65c86c39549ad,backend/alembic/versions/025_add_oauth_fields.py,49,function,high_external_low_internal_ratio,only external edges
ae776aa6149079631b15b8252e28ea318ea1d56b,backend/alembic/versions/025_add_oauth_fields.py,107,function,high_external_low_internal_ratio,only external edges
88d8566faa75342b396f6400e8dd3961ed88b2f8,backend/alembic/versions/026_add_mfa_fields.py,23,function,high_external_low_internal_ratio,only external edges
87e9f2c143d043af3d8c2b7b1cb23e2d2da98aa6,backend/alembic/versions/026_add_mfa_fields.py,30,function,high_external_low_internal_ratio,only external edges
6aa1d7e05cb42bb966851e57897fd568a2a976d6,backend/alembic/versions/026_add_mfa_fields.py,38,function,high_external_low_internal_ratio,only external edges
16652bfbc3f814171cec96b9599f512d1814032e,backend/alembic/versions/026_add_mfa_fields.py,64,function,high_external_low_internal_ratio,only external edges
986cac52e8ae7d769b57db93e311917b33013459,backend/app/api/api_v1/endpoints/analytics.py,407,function,high_external_low_internal_ratio,only external edges
b9d225ca2aeda70c255e347176b8fabc90c76778,backend/app/api/api_v1/endpoints/analytics.py,718,function,high_external_low_internal_ratio,only external edges
5c8262e25acea7a91bbdabe520d71f4157df0328,backend/app/api/api_v1/endpoints/analytics.py,766,function,high_external_low_internal_ratio,only external edges
7bcfa56534b0f375f0804ed75e0a1f1a9376c6c3,backend/app/api/api_v1/endpoints/analytics_simple.py,10,function,high_external_low_internal_ratio,only external edges
a38211dd9e177f1f9f5a5feb722dddc2a363acd5,backend/app/api/api_v1/endpoints/auth.py,149,function,high_external_low_internal_ratio,only external edges
ada76eb15d1ffdbd986a55cca10eacf0b71c02b6,backend/app/api/api_v1/endpoints/auth.py,215,function,high_external_low_internal_ratio,only external edges
da79ecee03c3d410f12e1aa3bd4faa0b21501172,backend/app/api/api_v1/endpoints/auth.py,364,function,high_external_low_internal_ratio,only external edges
5007f80dcd80daa451d8626f171b52d538ebbbb4,backend/app/api/api_v1/endpoints/auth.py,411,function,high_external_low_internal_ratio,only external edges
2242c9f5f49a9866d15164a2ecb61da44326a55e,backend/app/api/api_v1/endpoints/capacity.py,330,function,high_external_low_internal_ratio,only external edges
565b294de7c64dba48590f6927200088fb03d1fe,backend/app/api/api_v1/endpoints/confluence.py,23,function,high_external_low_internal_ratio,only external edges
e96f78b9d313fb2f5db10d048284e7e89dc9777b,backend/app/api/api_v1/endpoints/confluence.py,65,function,high_external_low_internal_ratio,only external edges
759b9aad1c6eeaa7c79194b5f09a25ba2f5ddc09,backend/app/api/api_v1/endpoints/confluence.py,108,function,high_external_low_internal_ratio,only external edges
35551f85c8ec8cc99e45b6c307a7e81268daeddb,backend/app/api/api_v1/endpoints/confluence.py,435,function,high_external_low_internal_ratio,only external edges
17ddfb99f84d40444cfaac88f10340d78f6512d0,backend/app/api/api_v1/endpoints/confluence.py,612,function,high_external_low_internal_ratio,only external edges
d00ac76038402546d2a2270f8f19e04cd39af400,backend/app/api/api_v1/endpoints/git/ci.py,25,function,high_external_low_internal_ratio,only external edges
3e2935bc7ba902aefb6fb27ee20df5f1ae492287,backend/app/api/api_v1/endpoints/git/ci.py,104,function,high_external_low_internal_ratio,only external edges
af0e43cd269f9968e34b768ddbba79c241df7c0b,backend/app/api/api_v1/endpoints/git/ci.py,190,function,high_external_low_internal_ratio,only external edges
57d2cca36520797e5e21cd651b7a14f51b072f4c,backend/app/api/api_v1/endpoints/git/metrics.py,34,function,high_external_low_internal_ratio,only external edges
d2eba43d1a5b08cf0376b8233b26408132df4018,backend/app/api/api_v1/endpoints/git/metrics.py,60,function,high_external_low_internal_ratio,only external edges
bd349bdb761729e2287745751bbbb03fce40249b,backend/app/api/api_v1/endpoints/git/metrics.py,84,function,high_external_low_internal_ratio,only external edges
ac72087f975d89efac7690086c9a5b5865f5a6f2,backend/app/api/api_v1/endpoints/git/webhooks.py,46,function,high_external_low_internal_ratio,only external edges
e0195fd57fe0d68c4c58e4be64bdd0c91442ecb4,backend/app/api/api_v1/endpoints/git/webhooks.py,66,function,high_external_low_internal_ratio,only external edges
459b4af5beaaa2216a0e48bb59dc11733ffdb315,backend/app/api/api_v1/endpoints/git/webhooks.py,311,function,high_external_low_internal_ratio,only external edges
592db2c4a91ec20db3db63dd10aa55f8115d0359,backend/app/api/api_v1/endpoints/git/webhooks.py,489,function,high_external_low_internal_ratio,only external edges
06ec697a299c4d8f78dc2e1f2000011327e10320,backend/app/api/api_v1/endpoints/git_router.py,209,function,high_external_low_internal_ratio,only external edges
20f1d05ad8f774e65a46bb1d4c3a670acff287ab,backend/app/api/api_v1/endpoints/git_router.py,245,function,high_external_low_internal_ratio,only external edges
b1cb5ad368cbca908c8624f7f7fee484175f44b5,backend/app/api/api_v1/endpoints/gitlab_projects.py,63,function,high_external_low_internal_ratio,only external edges
4bcb7a752a61a680576d9e5cf7a2645348fff789,backend/app/api/api_v1/endpoints/gitlab_projects.py,88,function,high_external_low_internal_ratio,only external edges
a6698d39ae4f05696e9f5a6e355eb42e4d484f41,backend/app/api/api_v1/endpoints/health.py,17,function,high_external_low_internal_ratio,only external edges
b07b12252c70755734cf182f76033b972ff68760,backend/app/api/api_v1/endpoints/health.py,22,function,high_external_low_internal_ratio,only external edges
191da05de86016560c7a8ff2be2358e3c9ee736e,backend/app/api/api_v1/endpoints/health.py,26,function,high_external_low_internal_ratio,only external edges
b071e68ef1accbf3ec2811f688ce4a7f7fbe248f,backend/app/api/api_v1/endpoints/jira.py,68,function,high_external_low_internal_ratio,only external edges
84a459e0f144f8b08882a4b478a5271f4f5d04be,backend/app/api/api_v1/endpoints/jira.py,84,function,high_external_low_internal_ratio,only external edges
6f91f002338e0c4c195a1df6072eaa36a45613d9,backend/app/api/api_v1/endpoints/jira.py,94,function,high_external_low_internal_ratio,only external edges
859ce35b83f47e9ca33499cbc888afe8e7b0eae1,backend/app/api/api_v1/endpoints/jira.py,243,function,high_external_low_internal_ratio,only external edges
fd8d85613c4085b0706d489927d9cb7b0cae8546,backend/app/api/api_v1/endpoints/project_repository.py,24,function,high_external_low_internal_ratio,only external edges
2da062c63f2105e5fd5c9e5a569cd02c97cdda42,backend/app/api/api_v1/endpoints/project_repository.py,67,function,high_external_low_internal_ratio,only external edges
7acda9a93edc713e1a52ca9a9eb8b08a46709579,backend/app/api/api_v1/endpoints/project_repository.py,317,function,high_external_low_internal_ratio,only external edges
2b756fa34b887270865feadefba028819a71706b,backend/app/api/api_v1/endpoints/quality/common.py,95,function,high_external_low_internal_ratio,only external edges
442ee8a0698ef1d6d9424f54665ad74569bc9730,backend/app/api/api_v1/endpoints/quality/common.py,120,function,high_external_low_internal_ratio,only external edges
8a185b8e971fb63524a058bc5069ec7c6eb31709,backend/app/api/api_v1/endpoints/quality/defects.py,63,function,high_external_low_internal_ratio,only external edges
3c80069a8950df6ad4b27df55bedc785813136f4,backend/app/api/api_v1/endpoints/quality/reports.py,218,function,high_external_low_internal_ratio,only external edges
f2930e476a5ed62a99d9407481d60e695b335823,backend/app/api/api_v1/endpoints/settings.py,21,function,high_external_low_internal_ratio,only external edges
0449eff764f85a7f2c086cd481fc929e62a64843,backend/app/api/api_v1/endpoints/tasks_async.py,11,function,high_external_low_internal_ratio,only external edges
f015c8c419259cd6770acb8b26b095b97c8e3bed,backend/app/api/api_v1/endpoints/tasks_async.py,49,function,high_external_low_internal_ratio,only external edges
e2028c77cc379362b68af85caf775699f2de5084,backend/app/api/api_v1/endpoints/testing.py,35,function,high_external_low_internal_ratio,only external edges
a66a9fbe4fe253b6eb32922f4ee456feaeb1deb0,backend/app/api/api_v1/endpoints/testing.py,90,function,high_external_low_internal_ratio,only external edges
5c877eb084ef14d71284e248888ea8716043ea5b,backend/app/api/api_v1/endpoints/testing.py,469,function,high_external_low_internal_ratio,only external edges
253f3ac3ebd20b3ae3def562b0b971d163493032,backend/app/api/api_v1/endpoints/testing.py,482,function,high_external_low_internal_ratio,only external edges
5e6a354ced946c2e2f2d98db598c5f39c56a3d3b,backend/app/api/api_v1/endpoints/testing.py,511,function,high_external_low_internal_ratio,only external edges
404e5bc8104db6ec9163623c33be8f31857a08ec,backend/app/api/api_v1/endpoints/testing.py,625,function,high_external_low_internal_ratio,only external edges
272afc44aca8caf4db484f4f4295408a4a63e1da,backend/app/api/api_v1/endpoints/testing.py,663,function,high_external_low_internal_ratio,only external edges
ad9ad710695af3357089926da79e6249e68930cd,backend/app/api/api_v1/endpoints/testing.py,968,function,high_external_low_internal_ratio,only external edges
a44c282bbc57ae88238dcecca62198753b18e0d6,backend/app/api/api_v1/endpoints/traceability/analysis.py,114,function,high_external_low_internal_ratio,only external edges
5157052c0929be0cc361660346451785ac28c85b,backend/app/api/api_v1/endpoints/traceability/analysis.py,217,function,high_external_low_internal_ratio,only external edges
bbb6508afb7ccb09c91e3b96c073ab8673a7ec9e,backend/app/api/api_v1/endpoints/traceability/analysis.py,251,function,high_external_low_internal_ratio,only external edges
1c131477b9041239026e64acc75f07ae1986cc24,backend/app/api/api_v1/endpoints/traceability/common.py,67,function,high_external_low_internal_ratio,only external edges
0a200899424c289ccfd34a01535ae06d52c018a8,backend/app/api/api_v1/endpoints/traceability/health.py,23,function,high_external_low_internal_ratio,only external edges
0e2f155a7a120eed496eca94cf023cf433b36bee,backend/app/api/api_v1/endpoints/traceability/health.py,37,function,high_external_low_internal_ratio,only external edges
1d9a1390ebd9ba41c655351eb3283908ef452c53,backend/app/api/api_v1/endpoints/traceability/health.py,75,function,high_external_low_internal_ratio,only external edges
bae3fbe93b6dc82f0bb377ae272239491e5a8691,backend/app/api/api_v1/endpoints/traceability/orphans.py,25,function,high_external_low_internal_ratio,only external edges
d5ce3c1fb65a8ee3b05c7a017b4028a13dfdf761,backend/app/api/api_v1/endpoints/traceability/rules.py,264,function,high_external_low_internal_ratio,only external edges
656ef9f0982a247f59b28e63eb2cfbec2e5466ee,backend/app/api/api_v1/endpoints/traceability/rules.py,562,function,high_external_low_internal_ratio,only external edges
cf89720baa05bfce42a69c73b67f3fd5c2820a6d,backend/app/api/api_v1/endpoints/traceability/rules.py,575,function,high_external_low_internal_ratio,only external edges
08dee01e695d99bdb6bcbfe89894ff3d1e1922fa,backend/app/api/api_v1/endpoints/traceability/rules.py,587,function,high_external_low_internal_ratio,only external edges
eb0f1bc380750d30ea8512d4cebcbdfec3a33bd1,backend/app/api/api_v1/endpoints/usage_analytics.py,83,function,high_external_low_internal_ratio,only external edges
926f95eb22c6388174e64ade484eb7faa700c3aa,backend/app/api/api_v1/endpoints/usage_analytics.py,112,function,high_external_low_internal_ratio,only external edges
e0647cf6d419bed9c87d8d4616cd925b9c6474fa,backend/app/api/api_v1/endpoints/usage_analytics.py,136,function,high_external_low_internal_ratio,only external edges
2b0314cfd570f6c399603333f01077e794c296fb,backend/app/api/api_v1/endpoints/usage_analytics.py,164,function,high_external_low_internal_ratio,only external edges
a845efadbf1ea7fa1a025237009e30c74523667c,backend/app/api/api_v1/endpoints/usage_analytics.py,181,function,high_external_low_internal_ratio,only external edges
8898f64a78890b8b86044345e4fab04119ee0fe2,backend/app/api/deps.py,124,function,high_external_low_internal_ratio,only external edges
914a56a19bfcc21f6b27985897af4be1b1fa56c5,backend/app/api/deps.py,142,function,high_external_low_internal_ratio,only external edges
2329412075d41c91d9d0a36e0026501d55c48f7a,backend/app/api/deps.py,220,function,high_external_low_internal_ratio,only external edges
d73e19eb0650471a1126c191533386af45e2e7f7,backend/app/core/cache_enhanced.py,138,method,high_external_low_internal_ratio,only external edges
07cafb897b52992b054bbd000902951d0520a688,backend/app/core/cache_enhanced.py,163,method,high_external_low_internal_ratio,only external edges
39ca0cce9f7dbccbf5b2779943333bc7a4e5514f,backend/app/core/cache_enhanced.py,503,method,high_external_low_internal_ratio,only external edges
5f4857c2f2f0737930403c8cef5f2c189ccf3045,backend/app/core/cache_enhanced.py,529,method,high_external_low_internal_ratio,only external edges
0017a554d1cddfcb9dc5e2b9bf354022128af54b,backend/app/core/cache_enhanced.py,575,method,high_external_low_internal_ratio,only external edges
2e843858e7903e2fe15e6c6b4489a7ef9ef2ec08,backend/app/core/cache_enhanced.py,652,method,high_external_low_internal_ratio,only external edges
c97ec356761cae48f6c2c5405d35d540c9b1c21c,backend/app/core/cache_enhanced.py,668,method,high_external_low_internal_ratio,only external edges
8b596f23103f5901c7eb03538ab6c9a6111b73d8,backend/app/core/cache_enhanced.py,723,method,high_external_low_internal_ratio,only external edges
9f4ae40e7ae5bd0d4cc79a5869cc2045ebb8554f,backend/app/core/cache_enhanced.py,737,method,high_external_low_internal_ratio,only external edges
969fbb3f29adf8effa05bf66bfc6ac3d85ae9298,backend/app/core/cache_enhanced.py,753,function,high_external_low_internal_ratio,only external edges
0e8ac340707b0c3225279744809186eb1e568f11,backend/app/core/cache_enhanced.py,803,function,high_external_low_internal_ratio,only external edges
62a789b7ad43af164a6d57d4a9227d0122cbfa93,backend/app/core/cache_enhanced.py,1001,function,high_external_low_internal_ratio,only external edges
212158ee42698e924b74c13b4c44d1a5816b3004,backend/app/core/config.py,125,method,high_external_low_internal_ratio,only external edges
ba166615a2dd1bc9e1097badadcae287fe73aca6,backend/app/core/config.py,129,method,high_external_low_internal_ratio,only external edges
9865c3b7141514e4a6ed04848046561130705356,backend/app/core/config.py,159,method,high_external_low_internal_ratio,only external edges
cdc4cb9c7d2c6b2f505919beaaecf44e0cbbd991,backend/app/core/config.py,177,method,high_external_low_internal_ratio,only external edges
0dce09946002faac8d51bf63ac8004fcf3bb0418,backend/app/core/crypto.py,15,function,high_external_low_internal_ratio,only external edges
71debfa4cfae666ca35769d0313fe6619497a491,backend/app/core/database.py,48,function,high_external_low_internal_ratio,only external edges
3f258dab24a7b9edd4984d832a136770b6976399,backend/app/core/database.py,72,function,high_external_low_internal_ratio,only external edges
5abe16d8fe1388056686d5185b6d9f4d00d10e88,backend/app/core/database.py,81,function,high_external_low_internal_ratio,only external edges
2e0264be30f55bc9d4aff650478224a0e91a7939,backend/app/core/database.py,134,function,high_external_low_internal_ratio,only external edges
7b5375535f626953332e6f12cc1dd96dc36f3b8f,backend/app/core/db_utils.py,6,function,high_external_low_internal_ratio,only external edges
91f09ca95c376244207d994cb283941f28bb4784,backend/app/core/metrics.py,10,method,high_external_low_internal_ratio,only external edges
16bf6ddfcb91a33e257a6d5daa4f9a5bbee8fef3,backend/app/core/metrics.py,16,method,high_external_low_internal_ratio,only external edges
41b3f74412ac397d3b60f26ca504c1d71bb261ba,backend/app/core/metrics.py,32,method,high_external_low_internal_ratio,only external edges
a832b0aa21d4afeee37a3d197371a3d11d2ab7e1,backend/app/core/mfa.py,36,method,high_external_low_internal_ratio,only external edges
2eb13cc31a10da5a41af4a47adb9ba6e9191c4c1,backend/app/core/mfa.py,51,function,high_external_low_internal_ratio,only external edges
9fd063ba8ef652d3809fe3b8a50439dc34bc28a6,backend/app/core/mfa.py,56,function,high_external_low_internal_ratio,only external edges
3ac44d00f54468862f63cf20d5987ea9d58be35f,backend/app/core/mfa.py,73,function,high_external_low_internal_ratio,only external edges
7bdbb73da18e23bb64ef25367af1ff17124bf266,backend/app/core/mfa.py,94,function,high_external_low_internal_ratio,only external edges
ed0ffb543b08a8d898ab73d8df28f552806db230,backend/app/core/mfa.py,148,function,high_external_low_internal_ratio,only external edges
c48a75701c4f1acab416debfc1d880e417b05819,backend/app/core/mfa.py,174,function,high_external_low_internal_ratio,only external edges
48d95433757df88f2cea4a94dc9ba02f0398a639,backend/app/core/mfa.py,220,function,high_external_low_internal_ratio,only external edges
a71c14838931c4243c0b86169f2f333ada7ad424,backend/app/core/mfa.py,234,function,high_external_low_internal_ratio,only external edges
0810ac481a3d2ea93be4ef624a69ca9a4a03af85,backend/app/core/middleware.py,69,function,high_external_low_internal_ratio,only external edges
1db91a95dbea585976b8d23fb62115ec50cf43ea,backend/app/core/notifications.py,9,method,high_external_low_internal_ratio,only external edges
271216dd33e7dd2e1c098390583cb03228c48a57,backend/app/core/notifications.py,17,method,high_external_low_internal_ratio,only external edges
df2eab4ed907049f2487b6e134b5ceb45620d0bd,backend/app/core/notifications.py,21,method,high_external_low_internal_ratio,only external edges
f7d91ec7d698fb047232064d5e147d269d27ecd6,backend/app/core/oauth.py,24,method,high_external_low_internal_ratio,only external edges
a89f20c71b3098ac5d460f4b294996aa7546a5d0,backend/app/core/oauth.py,59,method,high_external_low_internal_ratio,only external edges
