type_id,kind,name,file,start_line,end_line,loc_total,loc_nonempty,language,target
7bab64808e15b2f2006c76aa22b08f484b915dc7,class,TeamHealthCheckCreate,backend/app/schemas/capacity.py,108,111,4,4,Python,prod
9803324109f0a57a821e33e5a385040bbb5e6361,class,TeamHealthCheckUpdate,backend/app/schemas/capacity.py,114,124,11,11,Python,prod
aee2ee921f986db4cd26d539de78874c58b3fef2,class,TeamHealthCheckInDB,backend/app/schemas/capacity.py,127,134,8,7,Python,prod
47a0dcd5dceeed4c5b2a72acef1d0a16c991d151,class,CapacitySettingsBase,backend/app/schemas/capacity.py,13,29,17,16,Python,prod
6dc132a396b00cbfb13dad9a266a0574f7a088dd,class,TeamHealthCheck,backend/app/schemas/capacity.py,137,139,3,3,Python,prod
62ea160d9bfe392b7274e28395fae12909aab1eb,class,HealthTrend,backend/app/schemas/capacity.py,142,146,5,5,Python,prod
31b00b8df08ac6071e774738515b69fb2e27568e,class,TeamHealthSummary,backend/app/schemas/capacity.py,149,155,7,7,Python,prod
994a1e3597e30df87b75c12be94b39237750faaf,class,CFDSnapshotBase,backend/app/schemas/capacity.py,162,174,13,13,Python,prod
eca37325359f5230e972c72d2122ab3671350d6e,class,CFDSnapshotCreate,backend/app/schemas/capacity.py,177,180,4,4,Python,prod
75f929601c4dee047fe312d2a5c26d0d1b6cac44,class,CFDSnapshotInDB,backend/app/schemas/capacity.py,183,190,8,7,Python,prod
84ed1f1582ed32d99c985b6ee0c71ab6618c0194,class,CFDSnapshot,backend/app/schemas/capacity.py,193,195,3,3,Python,prod
b16fc4eb805c055cabe737730794d87fbc5413e7,class,CFDData,backend/app/schemas/capacity.py,198,202,5,5,Python,prod
47e93197bdc7a54bd012f6ec94b4cf2660c7e020,class,FlowMetrics,backend/app/schemas/capacity.py,205,211,7,7,Python,prod
3d9730ea6e57ac2d1e124db2b686be95b47b588d,class,CapacitySettingsCreate,backend/app/schemas/capacity.py,32,34,3,3,Python,prod
e9baa531edbb48844ea8ec4a07f021e6d886248a,class,CapacitySettingsUpdate,backend/app/schemas/capacity.py,37,44,8,8,Python,prod
91b35cac038da97b2059aca5373734edd7baa395,class,CapacitySettingsInDB,backend/app/schemas/capacity.py,47,54,8,7,Python,prod
ab6e1eadaaed6a2ba21d9e1220d279c993b2f1c6,class,CapacitySettings,backend/app/schemas/capacity.py,57,78,22,21,Python,prod
a58d1d55f09607223f1b6089df3f2e2b884023e7,class,TeamCapacitySummary,backend/app/schemas/capacity.py,81,87,7,7,Python,prod
52357c0972d5778273921f796b4d4134c71dd007,class,TeamHealthCheckBase,backend/app/schemas/capacity.py,94,105,12,12,Python,prod
e211866fbdf6a317d9ff556eb9c0fa2e372cdce4,class,CursorMeta,backend/app/schemas/pagination.py,120,132,13,12,Python,prod
07248057efc9e1be68eaa64ccded80f88979682e,class,PaginatedResponse,backend/app/schemas/pagination.py,135,149,15,13,Python,prod
34821bf81187370cdcf87d0d13bc8a909b707106,class,CursorPaginatedResponse,backend/app/schemas/pagination.py,152,160,9,7,Python,prod
c6aa918b75e0c04538627a6bf6a9211e667e2b45,class,OffsetPaginationParams,backend/app/schemas/pagination.py,30,44,15,13,Python,prod
9d14e8f4e5364f4bd19e2ea310d9e1169b7f2e7a,class,CursorPaginationParams,backend/app/schemas/pagination.py,47,82,36,31,Python,prod
808dd2692e2c8fac3d8b26b082ef0261b39bf845,class,PaginationMeta,backend/app/schemas/pagination.py,89,117,29,26,Python,prod
2e9d100aa47f19c0c2f84569c1b848a2ad84af03,class,ProjectCreate,backend/app/schemas/project.py,17,18,2,2,Python,prod
c544981d1e8ae01a0b0bde475ae041ff64f45241,class,ProjectUpdate,backend/app/schemas/project.py,21,29,9,9,Python,prod
1d0e04d7cf58a13703ec2048b2f1b5a047884b80,class,ProjectInDB,backend/app/schemas/project.py,32,38,7,6,Python,prod
2b451b29fc8076f28a3595ee8081c1fef6d503a0,class,Project,backend/app/schemas/project.py,41,42,2,2,Python,prod
d230a383d14bf71b13bdd6658e06ea620dc48ee5,class,ProjectWithStats,backend/app/schemas/project.py,45,52,8,8,Python,prod
5cfaf548c7cf7fcb50d64f3129ecdfdaaa341937,class,ProjectBase,backend/app/schemas/project.py,6,14,9,9,Python,prod
094ef782d675d081617cf3164e4814474f80bbea,class,ProjectRepositoryCreate,backend/app/schemas/project_repository.py,12,13,2,2,Python,prod
2edcb99b48d935ee5a17bc2ca127dc0c3a4912ab,class,ProjectRepositoryUpdate,backend/app/schemas/project_repository.py,16,17,2,2,Python,prod
d68220a0f6cd24c749918cd8cabac233cc601414,class,ProjectRepository,backend/app/schemas/project_repository.py,20,26,7,6,Python,prod
757418da24bae3fa4cf638d61d7954f276ba22d8,class,Config,backend/app/schemas/project_repository.py,25,26,2,2,Python,prod
6330adfc3baf639f4b5be2d4fd40656956dba262,class,RepositoryInfo,backend/app/schemas/project_repository.py,29,36,8,7,Python,prod
7abf633edce45c586d73fd93c70cf1195ff8633e,class,Config,backend/app/schemas/project_repository.py,35,36,2,2,Python,prod
fad2fd429b1a28407c415263016f0a23b79e0600,class,ProjectRepositoryWithDetails,backend/app/schemas/project_repository.py,39,40,2,2,Python,prod
37a44ec6c46012d57c9ea0c38314cb6b8f1a6e8b,class,ProjectRepositoryBinding,backend/app/schemas/project_repository.py,43,49,7,7,Python,prod
a345de45eebd42a2d35c438b848486509aba53cc,class,ProjectRepositoryBase,backend/app/schemas/project_repository.py,6,9,4,4,Python,prod
d7af4fb241f9a23e2f310a957bec9cf9bb92ce10,class,DefectMetricsCreate,backend/app/schemas/quality.py,109,111,3,3,Python,prod
e9024db331953bf8abde7d89a899faae9ff64214,class,DefectMetrics,backend/app/schemas/quality.py,114,121,8,7,Python,prod
a443a65068d909c5de2b4f80d6869e36427798ea,class,QualitySummary,backend/app/schemas/quality.py,126,151,26,22,Python,prod
bceac3751b00eb5d944146901566833d444ba79b,class,DefectStatus,backend/app/schemas/quality.py,14,18,5,5,Python,prod
650e8c8d3dbbd932accec58ded5ba24e3d86af20,class,DefectTrend,backend/app/schemas/quality.py,154,160,7,7,Python,prod
33a6c7b0f407b6e5170bd7575fae1d82605e6bb8,class,QualityTrendData,backend/app/schemas/quality.py,163,167,5,5,Python,prod
7fb657b4d02c4eee482e4f29a6c8db3ffcc64c82,class,RootCauseAnalysis,backend/app/schemas/quality.py,170,175,6,6,Python,prod
ee6a78c13e29095d5d1031b018ba011d44388d02,class,ComponentAnalysis,backend/app/schemas/quality.py,178,183,6,6,Python,prod
17436bb9cdd0b2472d1790d36793b02f95f2827f,class,QualityDashboard,backend/app/schemas/quality.py,186,192,7,7,Python,prod
bf0989d625aeb513e5ffb85ee56e278df288d769,class,ReportFormat,backend/app/schemas/quality.py,197,201,5,5,Python,prod
c4f180e00a3e7233fb7abcf94e75b9de589c0ffc,class,ReportSection,backend/app/schemas/quality.py,204,213,10,10,Python,prod
e89acce72941a5ec28fb84e9072d15f18664c691,class,RootCause,backend/app/schemas/quality.py,21,29,9,9,Python,prod
83993e70124981aa7163b8a49161d6fbf9cbcf54,class,TestCoverageSection,backend/app/schemas/quality.py,216,228,13,13,Python,prod
f9acd7339b3c1c284663258bd06f848e0e2ed6e9,class,PRQualitySection,backend/app/schemas/quality.py,231,239,9,9,Python,prod
2d7b21a3e6d76709dd1415b7b0fb20ca240d0a8b,class,ComponentHealthItem,backend/app/schemas/quality.py,242,249,8,8,Python,prod
4e597ca392bc3b8cd380b3080d792eb59f4e3c26,class,RecommendationItem,backend/app/schemas/quality.py,252,258,7,7,Python,prod
4327d158f7804b722ee806fe41ef4aa5c55613eb,class,SprintQualityReport,backend/app/schemas/quality.py,261,300,40,32,Python,prod
6eb75768aa1d43f93e40f9cd560977c06f08c51c,class,ReportGenerationRequest,backend/app/schemas/quality.py,303,316,14,14,Python,prod
cd2b0c78e1c3529d8df687b818566f1bb1f757c0,class,ReportGenerationResponse,backend/app/schemas/quality.py,319,328,10,10,Python,prod
b8728ff808d4b4f345aded0debabb2ca9f38a174,class,EscapedDefectBase,backend/app/schemas/quality.py,34,51,18,18,Python,prod
437af4fdd41587b2375cf4a80f60829af97e3c73,class,EscapedDefectCreate,backend/app/schemas/quality.py,54,56,3,3,Python,prod
67372d2e4c2d215c671d82834de1b74286ba8045,class,EscapedDefectUpdate,backend/app/schemas/quality.py,59,72,14,14,Python,prod
e29a6d9a95dba1f3b8ecb91382b48fcd4bfadb96,class,SeverityLevel,backend/app/schemas/quality.py,7,11,5,5,Python,prod
43d4de1de8868a3b5519d7769c5a19deec0e6412,class,EscapedDefect,backend/app/schemas/quality.py,75,82,8,7,Python,prod
b3e345b5895371b4b31fe1b36b0e4b6eed690a7c,class,DefectMetricsBase,backend/app/schemas/quality.py,87,106,20,20,Python,prod
64109003fd42acf73dcb35d270a0d3b04b3e0c76,class,RepositoryCreate,backend/app/schemas/repository.py,12,13,2,2,Python,prod
77cee1e1734a9647b2d80c9131ca048c1063f1e5,class,RepositoryUpdate,backend/app/schemas/repository.py,16,18,3,3,Python,prod
32ebb50769fd7865ab918542f385a845e9b917d1,class,Repository,backend/app/schemas/repository.py,21,27,7,6,Python,prod
b6e749f9fd6e3558c3564f074e00238cd5287bf5,class,Config,backend/app/schemas/repository.py,26,27,2,2,Python,prod
3ab6ec04d91f6eb6f57007e94bd6bbdbbde3aa8f,class,RepositoryWithProjects,backend/app/schemas/repository.py,30,32,3,3,Python,prod
e0014c00ba5cb60af87a10af44d9c70b9ac00797,class,RepositoryBase,backend/app/schemas/repository.py,6,9,4,4,Python,prod
153f40eade09fa974af7d478980377628fb55a90,class,IntegrationSettings,backend/app/schemas/settings.py,13,18,6,5,Python,prod
a97722d78ec80068565d082a3505278f27d21c9b,class,IntegrationSettingsBase,backend/app/schemas/settings.py,5,10,6,6,Python,prod
28c10c2cce60df1dacc042997a7d141761083ed4,class,TaskWithRelations,backend/app/schemas/task.py,100,104,5,5,Python,prod
7d91279297f69410bc5f60caecd79479158abd95,class,TaskBase,backend/app/schemas/task.py,6,64,59,55,Python,prod
c988cd57b19a991fc3b8c33e5c30a835f539a2e8,class,TaskCreate,backend/app/schemas/task.py,67,69,3,3,Python,prod
45d9c0da378014f1f0f2fb6fa9ad0de60456b530,class,TaskUpdate,backend/app/schemas/task.py,72,83,12,12,Python,prod
898df00d7a33cd823ca66cf5fa785220f8f07f49,class,TaskInDB,backend/app/schemas/task.py,86,93,8,7,Python,prod
76345745965c905efbabd54a0b1440cae23845a2,class,Task,backend/app/schemas/task.py,96,97,2,2,Python,prod
47cbf71818fe2143f929b8421caf429fd090e010,class,CoverageHistory,backend/app/schemas/testing.py,114,137,24,23,Python,prod
78bc0d15e7f765e636c74c5a41b51d9addd9d992,class,Config,backend/app/schemas/testing.py,136,137,2,2,Python,prod
5efdceb3b39af956e9a1c93d8b30788c3087edea,class,ComponentCoverageBase,backend/app/schemas/testing.py,141,144,4,4,Python,prod
2d735e1cd68cf7f3bdd0524e36cd464740f5ab74,class,ComponentCoverageCreate,backend/app/schemas/testing.py,147,160,14,14,Python,prod
809dfc8ee37414fe13e1d6acf8c3815596c65210,class,FlakyTestCause,backend/app/schemas/testing.py,16,23,8,8,Python,prod
291894e587964e29d1fe3d07ae7a072fde4fa015,class,ComponentCoverage,backend/app/schemas/testing.py,163,181,19,18,Python,prod
d8ef5b083a23ab2b1705087d50cc79c3e700b08e,class,Config,backend/app/schemas/testing.py,180,181,2,2,Python,prod
2e3cad6afcf1916972dbb2d372646b54933b10d0,class,FileCoverageDelta,backend/app/schemas/testing.py,185,194,10,10,Python,prod
0836ab0a39ae84c7c313c9ebbf748ac0d29c02c7,class,DeltaCoverage,backend/app/schemas/testing.py,197,223,27,22,Python,prod
c31bfa988f76eb12431b86d35ecd1922ede3dfe2,class,FlakyTestSummary,backend/app/schemas/testing.py,227,242,16,13,Python,prod
bf1c86725448cb1fdc01e374a14ce52d52dd83c2,class,ComponentCoverageSummary,backend/app/schemas/testing.py,245,257,13,11,Python,prod
1c180717a88c04bd21c205ea8160fc59a9259603,class,PeriodType,backend/app/schemas/testing.py,26,29,4,4,Python,prod
d29dcc8d394b99dafe56694ad8a123a861691742,class,CoverageTrendPoint,backend/app/schemas/testing.py,260,266,7,7,Python,prod
36b9797554b30ad34a165a192db4ba0c72eda385,class,CoverageTrend,backend/app/schemas/testing.py,269,281,13,11,Python,prod
f86a4b095587e18329d036a65303552e2d5ab321,class,TestAnalyticsDashboard,backend/app/schemas/testing.py,284,312,29,23,Python,prod
9f98cab4704737d50dfa8d02ac3526239460fcba,class,CoveragePriority,backend/app/schemas/testing.py,32,36,5,5,Python,prod
77f94e260a3dfd130abed675179ebabf06460839,class,FlakyTestBase,backend/app/schemas/testing.py,40,47,8,8,Python,prod
bf4484d14bdca9e276270d622b9159208cdf5946,class,FlakyTestCreate,backend/app/schemas/testing.py,50,55,6,6,Python,prod
ec01e9d8ab16781e4e4fe7510adeed8e224f60cc,class,FlakyTestUpdate,backend/app/schemas/testing.py,58,63,6,6,Python,prod
f9ecc1e49bc90e9364e51e4b58b40898d746153f,class,FlakyTest,backend/app/schemas/testing.py,66,82,17,16,Python,prod
8cf667965600db7cf46d2aa40ea8d9d4a2620e5b,class,Config,backend/app/schemas/testing.py,81,82,2,2,Python,prod
fa4b629a679359d8e2d4c5d7fc277dae52381a3c,class,CoverageHistoryBase,backend/app/schemas/testing.py,86,90,5,5,Python,prod
6270496a6dd9435ae36b4c1457e903b9013895f7,class,FlakyTestStatus,backend/app/schemas/testing.py,9,13,5,5,Python,prod
6a98da8ea5d2fa271734a1b08caf3bbcce41d03e,class,CoverageHistoryCreate,backend/app/schemas/testing.py,93,111,19,19,Python,prod
f9bd74c5b2b47edcea91553e17b1ff432fd09a21,class,TraceabilityRuleExecutionCreate,backend/app/schemas/traceability_rule.py,111,113,3,3,Python,prod
93b1692f6bc84d97fc2fad77388d9ee066b484ca,class,TraceabilityRuleExecutionResponse,backend/app/schemas/traceability_rule.py,116,129,14,13,Python,prod
8e00f865d26d64e9e4d01820a7ed60224c299b7d,class,Config,backend/app/schemas/traceability_rule.py,128,129,2,2,Python,prod
fe35dec5b442cddbfb7b2f0f201f5886268a8f76,class,TraceabilityRuleListResponse,backend/app/schemas/traceability_rule.py,133,135,3,3,Python,prod
e82019085f5262677b70b796be685d0b499f7989,class,TraceabilityRuleExecutionListResponse,backend/app/schemas/traceability_rule.py,138,140,3,3,Python,prod
513705a91c2272b73a9d45ce3ace0887806e71cd,class,ReactFlowEdge,backend/app/schemas/traceability_rule.py,14,19,6,6,Python,prod
af937267312837f623225c70948f6ec825ce206e,class,ValidationError,backend/app/schemas/traceability_rule.py,147,152,6,6,Python,prod
13275db3d8dd7325a9a68a2c45f1db129187a626,class,ValidationWarning,backend/app/schemas/traceability_rule.py,155,160,6,6,Python,prod
ccef6ab6cab0b1e43520090d729b7a8b03007907,class,ValidationResult,backend/app/schemas/traceability_rule.py,163,167,5,5,Python,prod
892e204a796d1cdc41fd5863cb4a49cc332bbe2a,class,FlowValidationRequest,backend/app/schemas/traceability_rule.py,170,172,3,3,Python,prod
651517f09ac4ab601abe8151ceaa159e072d0370,class,RuleScheduleUpdate,backend/app/schemas/traceability_rule.py,179,182,4,4,Python,prod
e2d1c3187de2938f78ff8e8c357045c49e72e309,class,RuleScheduleResponse,backend/app/schemas/traceability_rule.py,185,190,6,6,Python,prod
36fe60b092fdfeb3dce0936e42e9c1dc0a8455bd,class,RuleWebhookResponse,backend/app/schemas/traceability_rule.py,193,198,6,6,Python,prod
456434d2bf712c78f7d4b0c033f8c177534a011e,class,FlowJSON,backend/app/schemas/traceability_rule.py,22,26,5,5,Python,prod
1f9634085ddee2f9307e01f27f741f05ee08ec87,class,TraceabilityRuleBase,backend/app/schemas/traceability_rule.py,30,41,12,12,Python,prod
9d58fbf4d5001098ddc665648f694386cbe7686b,class,TraceabilityRuleCreate,backend/app/schemas/traceability_rule.py,44,45,2,2,Python,prod
39e9c9ea2a67ea413fe2ecd64d66c34e14565898,class,TraceabilityRuleUpdate,backend/app/schemas/traceability_rule.py,48,59,12,12,Python,prod
ef3d37c3e4fc3ab46dcc4f99105034bbe4817244,class,TraceabilityRuleInDB,backend/app/schemas/traceability_rule.py,62,73,12,11,Python,prod
ba3e30b319c30c2e548b87c3e235892ec9160fae,class,ReactFlowNode,backend/app/schemas/traceability_rule.py,7,11,5,5,Python,prod
3909e2de12cd9d79ce74f34b5b9925a325d2d7ff,class,Config,backend/app/schemas/traceability_rule.py,72,73,2,2,Python,prod
a76e18c8209342db5990e1da81551ff089a77612,class,TraceabilityRuleResponse,backend/app/schemas/traceability_rule.py,76,107,32,29,Python,prod
20dd5c8c7f17392cfdc8bbbbd80c3fba3e3872e5,class,RoleCreate,backend/app/schemas/user.py,13,14,2,2,Python,prod
cab2ce678d66deda4542b1734a094bb587d59726,class,Role,backend/app/schemas/user.py,17,24,8,7,Python,prod
71806cdabcc57d9f83ca87e836906d506c2eb757,class,UserBase,backend/app/schemas/user.py,28,33,6,6,Python,prod
7378dffae313072c7d42d7dba623bffc40359d91,class,UserCreate,backend/app/schemas/user.py,36,37,2,2,Python,prod
b3c55f35059ac262d347eb6a97901c9b8f550ecd,class,UserUpdate,backend/app/schemas/user.py,40,46,7,7,Python,prod
4253fb193b0d53cf7c5587a77bb2d54dd74d41f9,class,UserInDB,backend/app/schemas/user.py,49,54,6,5,Python,prod
d3523e451c2e726958cedee758ebb3ef8362d8fb,class,User,backend/app/schemas/user.py,57,61,5,4,Python,prod
d20e7a3cd4389014a3c1d286d2e97afdde24af5b,class,Token,backend/app/schemas/user.py,64,66,3,3,Python,prod
4fa30048e8c2a8398584a1882c932f5ab8dbd35b,class,TokenData,backend/app/schemas/user.py,69,70,2,2,Python,prod
87303e4e6b4045fc0e2746cdfa4d1004ba43d220,class,RoleBase,backend/app/schemas/user.py,7,10,4,4,Python,prod
